"","candidate","votes","fraction_votes","PST045214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214"
"837","Hillary Clinton",881,0.689,21958,50.2,93.7,1.5,1.2,1.9,0,1.7,2.7,91.4
"842","Hillary Clinton",1664,0.654,71557,50.5,90.4,6.2,0.7,0.9,0.1,1.8,4,86.8
"844","Donald Trump",3826,0.325,71557,50.5,90.4,6.2,0.7,0.9,0.1,1.8,4,86.8
"846","Donald Trump",671,0.384,15740,49.9,95.2,0.4,1.7,0.8,0.4,1.6,5.4,90.4
"849","Hillary Clinton",1085,0.417,15740,49.9,95.2,0.4,1.7,0.8,0.4,1.6,5.4,90.4
"858","Hillary Clinton",421,0.556,16367,50.3,96.5,0.4,0.9,0.3,0.1,1.8,2.3,94.6
"859","Donald Trump",1581,0.431,16367,50.3,96.5,0.4,0.9,0.3,0.1,1.8,2.3,94.6
"860","Donald Trump",2425,0.347,43428,50.8,71.7,25.1,0.8,0.6,0.1,1.8,3.1,69.3
"861","Hillary Clinton",1300,0.761,43428,50.8,71.7,25.1,0.8,0.6,0.1,1.8,3.1,69.3
"871","Hillary Clinton",2017,0.819,44235,51.3,62.8,34.9,0.5,0.5,0,1.3,4,59.4
"872","Donald Trump",1575,0.426,44235,51.3,62.8,34.9,0.5,0.5,0,1.3,4,59.4
"875","Donald Trump",173,0.413,7582,52.5,56.7,40.3,0.7,0.6,0,1.7,2.2,55.1
"876","Hillary Clinton",843,0.607,7582,52.5,56.7,40.3,0.7,0.6,0,1.7,2.2,55.1
"882","Donald Trump",672,0.416,9082,50.1,95.1,0.6,1.3,0.7,0,2.3,3.6,92.3
"887","Hillary Clinton",316,0.66,9082,50.1,95.1,0.6,1.3,0.7,0,2.3,3.6,92.3
"892","Donald Trump",232,0.338,8723,50.6,67.1,30.5,0.5,0.4,0.1,1.6,3.3,64.1
"893","Hillary Clinton",647,0.592,8723,50.6,67.1,30.5,0.5,0.4,0.1,1.6,3.3,64.1
"895","Donald Trump",1073,0.385,7904,49.5,95.5,0.3,1.5,0.3,0,2.4,1.8,94
"896","Hillary Clinton",192,0.469,7904,49.5,95.5,0.3,1.5,0.3,0,2.4,1.8,94
"903","Hillary Clinton",2095,0.751,24828,52.6,57,40.3,0.4,0.5,0.1,1.8,2.2,55.4
"908","Donald Trump",1006,0.367,24828,52.6,57,40.3,0.4,0.5,0.1,1.8,2.2,55.4
"912","Donald Trump",522,0.363,10245,50.3,94.8,2.2,0.8,0.2,0,2,2.8,92.4
"914","Hillary Clinton",648,0.529,10245,50.3,94.8,2.2,0.8,0.2,0,2,2.8,92.4
"916","Hillary Clinton",2696,0.754,19930,53,36.5,61.6,0.4,0.4,0,1.2,1.7,35.6
"922","Donald Trump",363,0.566,19930,53,36.5,61.6,0.4,0.4,0,1.2,1.7,35.6
"923","Hillary Clinton",367,0.642,11024,50.2,93.3,3.5,1.1,0.7,0,1.5,6.6,87.6
"929","Donald Trump",511,0.339,11024,50.2,93.3,3.5,1.1,0.7,0,1.5,6.6,87.6
"931","Donald Trump",1036,0.385,24246,51.4,89.8,8,0.3,0.3,0,1.6,2.7,87.5
"934","Hillary Clinton",717,0.724,24246,51.4,89.8,8,0.3,0.3,0,1.6,2.7,87.5
"941","Donald Trump",1895,0.403,20225,50.8,94.5,0.5,2,0.6,0,2.4,6.4,88.6
"942","Hillary Clinton",349,0.544,20225,50.8,94.5,0.5,2,0.6,0,2.4,6.4,88.6
"945","Hillary Clinton",1680,0.576,63201,50.1,92.4,3.2,1,1.2,0.1,2.1,8.4,84.8
"948","Donald Trump",3073,0.321,63201,50.1,92.4,3.2,1,1.2,0.1,2.1,8.4,84.8
"955","Donald Trump",326,0.297,8304,50.6,86.7,11.7,0.4,0.1,0,1,1.2,85.7
"957","Hillary Clinton",558,0.517,8304,50.6,86.7,11.7,0.4,0.1,0,1,1.2,85.7
"958","Hillary Clinton",34862,0.764,392702,52,59.2,36,0.5,2.2,0.1,2,6,54
"960","Donald Trump",11840,0.256,392702,52,59.2,36,0.5,2.2,0.1,2,6,54
"966","Donald Trump",735,0.37,17571,50.9,96.8,0.9,0.5,0.4,0,1.3,1.9,95.2
"969","Hillary Clinton",662,0.619,17571,50.9,96.8,0.9,0.5,0.4,0,1.3,1.9,95.2
"972","Donald Trump",598,0.413,26899,45.1,44.5,52.7,0.7,0.6,0,1.5,4.4,41.1
"974","Hillary Clinton",1912,0.808,26899,45.1,44.5,52.7,0.7,0.6,0,1.5,4.4,41.1
"980","Donald Trump",6934,0.306,115719,51,90.3,6.6,0.6,1.1,0.1,1.4,4.2,86.6
"985","Hillary Clinton",4358,0.674,115719,51,90.3,6.6,0.6,1.1,0.1,1.4,4.2,86.6
"986","Hillary Clinton",306,0.636,10693,49.6,91.1,0.7,2.3,3.8,0,2.1,7.6,84.3
"992","Donald Trump",715,0.427,10693,49.6,91.1,0.7,2.3,3.8,0,2.1,7.6,84.3
"993","Donald Trump",939,0.39,7929,49.6,95.5,0.3,1.4,0.2,0,2.5,2.1,93.7
"994","Hillary Clinton",221,0.564,7929,49.6,95.5,0.3,1.4,0.2,0,2.5,2.1,93.7
"1002","Donald Trump",6030,0.323,126776,51,82.9,6.8,2.3,4.5,0.3,3.4,13.4,71.1
"1006","Hillary Clinton",3694,0.611,126776,51,82.9,6.8,2.3,4.5,0.3,3.4,13.4,71.1
"1009","Donald Trump",593,0.382,17426,50.3,89,4.5,3.3,0.5,0.3,2.4,32.7,58.6
"1011","Hillary Clinton",342,0.623,17426,50.3,89,4.5,3.3,0.5,0.3,2.4,32.7,58.6
"1015","Hillary Clinton",608,0.642,16906,50.6,95.9,0.8,1,0.4,0,1.9,2.1,94
"1017","Donald Trump",1241,0.419,16906,50.6,95.9,0.8,1,0.4,0,1.9,2.1,94
"1021","Hillary Clinton",547,0.544,12494,50.4,96.6,0.4,0.8,0.4,0,1.8,1.8,95
"1024","Donald Trump",993,0.392,12494,50.4,96.6,0.4,0.8,0.4,0,1.8,1.8,95
"1028","Donald Trump",1188,0.352,40227,51.4,64.4,32.6,0.6,0.8,0.1,1.5,3.6,61.5
"1031","Hillary Clinton",2548,0.503,40227,51.4,64.4,32.6,0.6,0.8,0.1,1.5,3.6,61.5
"1035","Hillary Clinton",770,0.607,16851,50.3,96.3,0.5,0.9,0.4,0,1.9,3.1,93.5
"1041","Donald Trump",1198,0.375,16851,50.3,96.3,0.5,0.9,0.4,0,1.9,3.1,93.5
"1042","Donald Trump",7968,0.275,220792,49.9,87.3,3.5,1.5,2.6,2.5,2.6,16.2,72.2
"1046","Hillary Clinton",9110,0.513,220792,49.9,87.3,3.5,1.5,2.6,2.5,2.6,16.2,72.2
"1049","Donald Trump",4074,0.316,78592,51.1,92.2,4.6,0.7,0.7,0.1,1.9,4.2,88.4
"1052","Hillary Clinton",2024,0.69,78592,51.1,92.2,4.6,0.7,0.7,0.1,1.9,4.2,88.4
"1058","Hillary Clinton",862,0.662,6910,52,70.7,26.9,0.3,0.2,0.1,1.7,1.5,69.5
"1060","Donald Trump",130,0.442,6910,52,70.7,26.9,0.3,0.2,0.1,1.7,1.5,69.5
"1066","Donald Trump",911,0.376,21951,50.2,93.9,2.1,1,1.6,0.1,1.4,18.9,76.1
"1068","Hillary Clinton",723,0.582,21951,50.2,93.9,2.1,1,1.6,0.1,1.4,18.9,76.1
"1070","Hillary Clinton",107102,0.537,1610921,51,51.7,12.1,1.1,28.9,1,5.2,22.7,32.8
"1071","Donald Trump",19951,0.669,1610921,51,51.7,12.1,1.1,28.9,1,5.2,22.7,32.8
"1076","Hillary Clinton",110,0.456,1116,48,70.3,0.3,24.7,1.3,0,3.4,9.6,64.7
"1078","Donald Trump",122,0.803,1116,48,70.3,0.3,24.7,1.3,0,3.4,9.6,64.7
"1080","Hillary Clinton",1949,0.517,36742,46.9,90.7,2.1,2.2,1.4,0.2,3.3,13,79.6
"1084","Donald Trump",3605,0.817,36742,46.9,90.7,2.1,2.2,1.4,0.2,3.3,13,79.6
"1087","Donald Trump",15695,0.804,224241,50.5,86.6,1.8,2.5,4.6,0.3,4.2,15.5,73.5
"1088","Hillary Clinton",9681,0.4,224241,50.5,86.6,1.8,2.5,4.6,0.3,4.2,15.5,73.5
"1093","Donald Trump",4902,0.83,44624,50,91.9,1,1.9,1.5,0.2,3.5,11.5,82.1
"1094","Hillary Clinton",2630,0.513,44624,50,91.9,1,1.9,1.5,0.2,3.5,11.5,82.1
"1098","Hillary Clinton",653,0.512,21419,48.6,91.6,1.2,2.6,1.8,0.6,2.3,58.1,36.7
"1099","Donald Trump",1342,0.834,21419,48.6,91.6,1.2,2.6,1.8,0.6,2.3,58.1,36.7
"1100","Hillary Clinton",69809,0.594,1111339,51.3,67.3,9.6,1,16.4,0.6,5.1,25.2,45.6
"1103","Donald Trump",28612,0.704,1111339,51.3,67.3,9.6,1,16.4,0.6,5.1,25.2,45.6
"1105","Hillary Clinton",1015,0.425,27212,45.2,78.6,3.5,9,3.7,0.2,5,19,63.3
"1107","Donald Trump",1536,0.786,27212,45.2,78.6,3.5,9,3.7,0.2,5,19,63.3
"1111","Hillary Clinton",10367,0.515,183087,49.9,89.8,1,1.3,4,0.2,3.6,12.7,78.7
"1114","Donald Trump",17651,0.795,183087,49.9,89.8,1,1.3,4,0.2,3.6,12.7,78.7
"1115","Hillary Clinton",32895,0.595,965974,50.1,77.2,5.9,3,10.7,0.3,3,51.9,30.9
"1119","Donald Trump",37672,0.773,965974,50.1,77.2,5.9,3,10.7,0.3,3,51.9,30.9
"1121","Hillary Clinton",649,0.491,27955,49.6,90,1.2,2.9,3,0.2,2.7,40.4,53
"1124","Donald Trump",1699,0.803,27955,49.6,90,1.2,2.9,3,0.2,2.7,40.4,53
"1126","Hillary Clinton",6036,0.31,134809,50,84,1.4,6.2,2.8,0.3,5.4,10.8,75.5
"1128","Donald Trump",4613,0.732,134809,50,84,1.4,6.2,2.8,0.3,5.4,10.8,75.5
"1133","Hillary Clinton",5743,0.668,179091,48.9,89.7,3.5,2.6,2.3,0.2,1.7,82.3,12.3
"1134","Donald Trump",2222,0.729,179091,48.9,89.7,3.5,2.6,2.3,0.2,1.7,82.3,12.3
"1136","Donald Trump",1414,0.791,18410,49.9,81.4,1,12.8,1.6,0.1,3.1,20.9,64.3
"1139","Hillary Clinton",756,0.432,18410,49.9,81.4,1,12.8,1.6,0.1,3.1,20.9,64.3
"1140","Donald Trump",33838,0.779,874589,48.7,82.7,6.3,2.6,5,0.3,3,51.5,36.2
"1143","Hillary Clinton",19104,0.573,874589,48.7,82.7,6.3,2.6,5,0.3,3,51.5,36.2
"1145","Hillary Clinton",3921,0.592,150269,44.8,81.3,7.3,3,4.4,0.3,3.6,53.2,33.7
"1146","Donald Trump",7046,0.803,150269,44.8,81.3,7.3,3,4.4,0.3,3.6,53.2,33.7
"1150","Hillary Clinton",2408,0.464,64184,50,87.7,2.1,4.1,1.4,0.3,4.5,19.1,72.1
"1152","Donald Trump",2261,0.788,64184,50,87.7,2.1,4.1,1.4,0.3,4.5,19.1,72.1
"1156","Donald Trump",2508,0.838,31749,36.3,81.6,8.8,4.2,1.4,0.6,3.4,18.5,66
"1159","Hillary Clinton",690,0.455,31749,36.3,81.6,8.8,4.2,1.4,0.6,3.4,18.5,66
"1162","Hillary Clinton",590502,0.57,10116705,50.7,71.3,9.2,1.5,14.8,0.4,2.9,48.4,26.8
"1164","Donald Trump",179130,0.698,10116705,50.7,71.3,9.2,1.5,14.8,0.4,2.9,48.4,26.8
"1167","Hillary Clinton",4831,0.556,154548,51.9,86,4.3,4.5,2.5,0.3,2.4,56.1,35.8
"1168","Donald Trump",8247,0.788,154548,51.9,86,4.3,4.5,2.5,0.3,2.4,56.1,35.8
"1171","Donald Trump",6409,0.663,260750,51.2,86,2.9,1.1,6.1,0.3,3.7,16,72.2
"1172","Hillary Clinton",27238,0.576,260750,51.2,86,2.9,1.1,6.1,0.3,3.7,16,72.2
"1176","Donald Trump",1940,0.776,17682,49.2,90.1,1.1,3.4,1.4,0.2,3.8,10.3,81.4
"1179","Hillary Clinton",963,0.47,17682,49.2,90.1,1.1,3.4,1.4,0.2,3.8,10.3,81.4
"1180","Donald Trump",1769,0.772,87869,50.2,86.3,1,6.3,2.2,0.3,4,24.1,66.2
"1182","Hillary Clinton",2690,0.364,87869,50.2,86.3,1,6.3,2.2,0.3,4,24.1,66.2
"1185","Hillary Clinton",7169,0.57,266353,49.5,82,4.2,2.5,8.1,0.4,3,57.5,29.5
"1188","Donald Trump",6712,0.792,266353,49.5,82,4.2,2.5,8.1,0.4,3,57.5,29.5
"1191","Hillary Clinton",240,0.435,9023,49.5,88.9,1.2,5.1,1.2,0.3,3.2,14.8,77.6
"1193","Donald Trump",1019,0.837,9023,49.5,88.9,1.2,5.1,1.2,0.3,3.2,14.8,77.6
"1195","Donald Trump",830,0.741,13997,46.7,91.6,0.8,2.9,1.8,0.3,2.7,27.9,65.8
"1197","Hillary Clinton",755,0.449,13997,46.7,91.6,0.8,2.9,1.8,0.3,2.7,27.9,65.8
"1202","Hillary Clinton",17126,0.565,431344,49,82.6,3.5,2.7,6.9,0.6,3.7,57.4,31.2
"1204","Donald Trump",8079,0.708,431344,49,82.6,3.5,2.7,6.9,0.6,3.7,57.4,31.2
"1206","Hillary Clinton",7370,0.602,141667,50.3,84.8,2.4,1.2,8.1,0.4,3.2,33.7,53.7
"1209","Donald Trump",4000,0.73,141667,50.3,84.8,2.4,1.2,8.1,0.4,3.2,33.7,53.7
"1212","Hillary Clinton",5591,0.395,98893,50.8,93.6,0.6,1.2,1.4,0.2,3,9.2,85.6
"1213","Donald Trump",7628,0.805,98893,50.8,93.6,0.6,1.2,1.4,0.2,3,9.2,85.6
"1215","Hillary Clinton",123723,0.546,3145515,50.6,73.5,2.1,1.1,19.6,0.4,3.3,34.3,42
"1217","Donald Trump",146888,0.767,3145515,50.6,73.5,2.1,1.1,19.6,0.4,3.3,34.3,42
"1222","Hillary Clinton",17299,0.569,371694,51.2,85.9,1.7,1.1,7.1,0.2,4,13.5,74.2
"1224","Donald Trump",25700,0.789,371694,51.2,85.9,1.7,1.1,7.1,0.2,4,13.5,74.2
"1225","Hillary Clinton",1209,0.44,18606,49.8,90.9,1.2,3.2,1.1,0.1,3.5,8.4,84
"1228","Donald Trump",2588,0.818,18606,49.8,90.9,1.2,3.2,1.1,0.1,3.5,8.4,84
"1231","Donald Trump",82814,0.82,2329271,50.3,80.5,7,1.9,6.8,0.4,3.4,47.4,37.4
"1234","Hillary Clinton",73724,0.599,2329271,50.3,80.5,7,1.9,6.8,0.4,3.4,47.4,37.4
"1235","Donald Trump",43099,0.746,1482026,51.1,64.6,10.9,1.5,15.8,1.2,6,22.5,46.6
"1237","Hillary Clinton",68248,0.569,1482026,51.1,64.6,10.9,1.5,15.8,1.2,6,22.5,46.6
"1241","Hillary Clinton",2022,0.577,58267,49.8,88.4,1.3,3.1,3.5,0.4,3.3,58.3,36
"1243","Donald Trump",1455,0.76,58267,49.8,88.4,1.3,3.1,3.5,0.4,3.3,58.3,36
"1245","Hillary Clinton",71246,0.572,2112619,50.2,77.3,9.5,2,7.3,0.5,3.4,51.7,30.6
"1248","Donald Trump",69186,0.797,2112619,50.2,77.3,9.5,2,7.3,0.5,3.4,51.7,30.6
"1252","Donald Trump",124255,0.784,3263431,49.8,76.3,5.6,1.3,11.9,0.6,4.3,33.2,46.7
"1253","Hillary Clinton",139813,0.551,3263431,49.8,76.3,5.6,1.3,11.9,0.6,4.3,33.2,46.7
"1256","Donald Trump",7244,0.613,852469,49.1,53.8,5.8,0.8,34.9,0.5,4.2,15.3,41.2
"1258","Hillary Clinton",85070,0.556,852469,49.1,53.8,5.8,0.8,34.9,0.5,4.2,15.3,41.2
"1260","Donald Trump",22042,0.78,715597,50.2,68.1,8.1,2,15.9,0.7,5.2,40.5,34
"1264","Hillary Clinton",25118,0.598,715597,50.2,68.1,8.1,2,15.9,0.7,5.2,40.5,34
"1266","Hillary Clinton",16833,0.506,279083,49.1,89,2.2,1.4,3.8,0.2,3.4,22,69.5
"1269","Donald Trump",19313,0.755,279083,49.1,89,2.2,1.4,3.8,0.2,3.4,22,69.5
"1271","Donald Trump",12984,0.683,758581,50.8,62.5,3,0.9,27.7,1.6,4.4,25.3,40.4
"1274","Hillary Clinton",47358,0.609,758581,50.8,62.5,3,0.9,27.7,1.6,4.4,25.3,40.4
"1276","Donald Trump",18167,0.749,440668,49.9,85.9,2.4,2.2,5.7,0.2,3.5,44.4,45.9
"1277","Hillary Clinton",23543,0.502,440668,49.9,85.9,2.4,2.2,5.7,0.2,3.5,44.4,45.9
"1280","Hillary Clinton",109963,0.605,1894605,49.7,56.4,2.9,1.3,34.9,0.5,4,26.6,33.3
"1284","Donald Trump",35568,0.645,1894605,49.7,56.4,2.9,1.3,34.9,0.5,4,26.6,33.3
"1286","Hillary Clinton",20105,0.442,271804,50.4,87.7,1.4,1.8,4.8,0.2,4.1,33.2,58.2
"1289","Donald Trump",5883,0.679,271804,50.4,87.7,1.4,1.8,4.8,0.2,4.1,33.2,58.2
"1291","Hillary Clinton",5875,0.478,179804,51,88.5,1.1,3.1,3,0.2,4.2,9.4,80.9
"1292","Donald Trump",14822,0.812,179804,51,88.5,1.1,3.1,3,0.2,4.2,9.4,80.9
"1295","Donald Trump",497,0.847,3003,50,94.8,0.4,1.9,0.5,0.1,2.3,9.7,86.2
"1297","Hillary Clinton",213,0.432,3003,50,94.8,0.4,1.9,0.5,0.1,2.3,9.7,86.2
"1301","Donald Trump",3573,0.819,43628,50.3,87.2,1.4,4.7,1.3,0.3,5,11.9,77.5
"1304","Hillary Clinton",1585,0.4,43628,50.3,87.2,1.4,4.7,1.3,0.3,5,11.9,77.5
"1306","Hillary Clinton",31753,0.568,431131,50.3,60.6,14.8,1.3,15.6,1,6.7,25.6,39.6
"1307","Donald Trump",17548,0.768,431131,50.3,60.6,14.8,1.3,15.6,1,6.7,25.6,39.6
"1311","Donald Trump",16602,0.675,500292,51,87.4,1.9,2.2,4.3,0.4,3.8,26.1,64.6
"1313","Hillary Clinton",44923,0.509,500292,51,87.4,1.9,2.2,4.3,0.4,3.8,26.1,64.6
"1315","Hillary Clinton",15309,0.549,531997,50.5,84.1,3.3,1.9,5.9,0.9,3.9,44.1,44.3
"1319","Donald Trump",15390,0.767,531997,50.5,84.1,3.3,1.9,5.9,0.9,3.9,44.1,44.3
"1320","Donald Trump",4697,0.827,95847,50.3,74,2.5,2.3,16.5,0.4,4.3,29.9,47.8
"1323","Hillary Clinton",2370,0.546,95847,50.3,74,2.5,2.3,16.5,0.4,4.3,29.9,47.8
"1328","Hillary Clinton",1487,0.477,63067,50.2,90.7,1,3.4,1.4,0.2,3.4,24.1,69.4
"1329","Donald Trump",3940,0.844,63067,50.2,90.7,1,3.4,1.4,0.2,3.4,24.1,69.4
"1330","Hillary Clinton",585,0.373,13170,49,87.9,0.5,5.3,0.9,0.2,5.2,7.3,82.6
"1333","Donald Trump",1026,0.778,13170,49,87.9,0.5,5.3,0.9,0.2,5.2,7.3,82.6
"1336","Hillary Clinton",8375,0.581,458198,49.9,88.3,2.2,2.8,4,0.2,2.4,62.9,30.3
"1337","Donald Trump",15334,0.809,458198,49.9,88.3,2.2,2.8,4,0.2,2.4,62.9,30.3
"1341","Hillary Clinton",2851,0.513,53831,47.8,90.8,2.1,2.2,1.3,0.2,3.3,11.5,81.1
"1344","Donald Trump",4949,0.816,53831,47.8,90.8,2.1,2.2,1.3,0.2,3.3,11.5,81.1
"1346","Hillary Clinton",45848,0.538,846178,50.5,84.8,2.2,1.9,7.5,0.3,3.3,42,46.6
"1349","Donald Trump",38493,0.745,846178,50.5,84.8,2.2,1.9,7.5,0.3,3.3,42,46.6
"1350","Donald Trump",5110,0.723,207590,51.3,75.9,3,1.8,13.8,0.6,5,31.5,48.3
"1354","Hillary Clinton",12567,0.518,207590,51.3,75.9,3,1.8,13.8,0.6,5,31.5,48.3
"1356","Donald Trump",3210,0.828,73966,49.2,79.4,4,3,7.3,0.5,5.9,27.2,56.6
"1358","Hillary Clinton",1572,0.464,73966,49.2,79.4,4,3,7.3,0.5,5.9,27.2,56.6
"1360","Hillary Clinton",2060,0.383,480718,49.6,87,3.7,2.1,4.1,0.2,2.9,38.8,51.9
"1363","Hillary Clinton",90,0.34,16177,49.6,87.8,1.9,5.5,1.6,0.3,3,45.5,49.5
"1365","Hillary Clinton",5320,0.463,618821,50.7,78.3,10.9,1.1,5.6,0.2,3.7,18.8,62.1
"1366","Hillary Clinton",83,0.342,12244,49.9,92.7,0.5,3.3,1.1,0.1,2.4,18.6,76.9
"1369","Hillary Clinton",15,0.319,3645,50.1,94.4,1.1,2,0.4,0,2.1,10.5,85.5
"1370","Hillary Clinton",26,0.481,5630,35.6,86.5,7.2,3.2,1.3,0.1,1.7,31.8,58
"1372","Hillary Clinton",6354,0.363,313333,49.8,90.8,1.1,0.8,4.5,0.1,2.6,13.8,78.3
"1374","Hillary Clinton",563,0.352,62138,50.4,88.8,1.4,0.8,6.3,0.1,2.5,12,78
"1377","Hillary Clinton",210,0.339,18363,47.2,94.4,1.7,1.5,0.8,0.1,1.5,10.2,85.4
"1378","Hillary Clinton",5,0.5,1871,48.5,96.3,0.7,1.3,0.6,0.1,1,12.7,84.3
"1381","Hillary Clinton",159,0.442,9187,48,95.3,0.9,1.2,0.8,0.1,1.6,5.5,90.7
"1382","Hillary Clinton",73,0.584,8265,50.2,92.5,0.7,3.7,0.6,0.2,2.3,54.1,43.5
"1385","Hillary Clinton",64,0.566,3568,47.6,88.3,1.9,5.6,1.4,0.4,2.4,64.3,32
"1386","Hillary Clinton",15,0.469,5360,30.2,84,9.3,3.4,1.4,0.1,1.8,30.3,56.4
"1389","Hillary Clinton",34,0.43,4361,49.1,95.9,1.2,0.8,0.6,0,1.6,5.3,91.2
"1391","Hillary Clinton",177,0.295,29870,50.1,95.2,0.7,1.3,0.8,0.1,1.8,14.7,82.2
"1392","Hillary Clinton",12097,0.45,663862,50,80.7,10.2,2,3.8,0.2,3.1,30.8,53.4
"1395","Hillary Clinton",8,0.229,1978,48,93.2,0.3,3.6,0.3,0.1,2.6,5.1,88.6
"1396","Hillary Clinton",2342,0.496,314638,50.3,91.3,1.4,0.5,4.3,0.1,2.4,8.3,83.9
"1399","Hillary Clinton",344,0.352,52921,47,95.1,1,1.4,1.2,0.1,1.2,30,67.1
"1400","Hillary Clinton",89,0.379,24195,49.8,95.4,0.8,0.8,1,0.2,1.9,6.4,89.7
"1403","Hillary Clinton",3109,0.384,663519,49.6,83.7,7,1.3,3,0.4,4.6,16.3,70.3
"1404","Hillary Clinton",193,0.412,46502,42.3,91.5,4,1.9,0.8,0.1,1.7,13,79.4
"1407","Hillary Clinton",439,0.368,57461,48.9,94.2,1.2,1.8,0.8,0.2,1.9,28.1,68.8
"1409","Hillary Clinton",74,0.298,5851,47.3,93.1,1.8,1.2,1.5,0.3,2.2,6.4,87.4
"1411","Hillary Clinton",94,0.321,14546,47,95.6,0.5,0.8,0.9,0.1,2,8,88.8
"1413","Hillary Clinton",141,0.224,15725,45.9,94.5,0.5,2.5,0.7,0,1.8,9.3,87.5
"1415","Hillary Clinton",3,0.214,786,48.2,95.9,0.5,1.1,0.6,0,1.8,3.7,92.6
"1416","Hillary Clinton",93,0.362,6462,49.6,89.3,1,5.4,1.1,0.2,3,34.4,61.7
"1418","Hillary Clinton",15,0.556,1396,46.7,95.9,0.1,1.7,0.4,0,1.9,11,86.3
"1421","Hillary Clinton",5478,0.396,558503,50.3,92.2,1.3,1.2,2.8,0.1,2.3,15.2,78.8
"1423","Hillary Clinton",5,0.455,1402,50.8,96.6,0.7,0.9,0,0.3,1.5,6.3,91.4
"1424","Hillary Clinton",11,0.407,8072,44.8,94.1,2.5,1.1,0.6,0.2,1.5,19.3,76.1
"1426","Hillary Clinton",53,0.235,7357,46.7,93.9,0.7,2.6,0.6,0.1,2.2,37.8,59.2
"1428","Hillary Clinton",819,0.358,53989,49.2,89.2,0.6,6.8,0.8,0.1,2.5,12.6,79.2
"1431","Hillary Clinton",3231,0.326,324122,50.2,93.2,1.1,1,2.2,0.1,2.4,11.1,83.5
"1433","Hillary Clinton",80,0.386,14052,48.4,91.4,1.8,3.5,1.1,0.1,2.1,42.5,52.7
"1435","Hillary Clinton",20,0.476,5510,40.9,90.6,5.6,1.1,1,0.1,1.7,13.4,78.4
"1437","Hillary Clinton",77,0.513,22524,43.5,91.6,4.3,1.6,0.9,0.1,1.5,16.1,76.9
"1438","Hillary Clinton",791,0.414,148255,50.3,94.2,1,1.5,0.9,0.1,2.2,14.1,82
"1440","Hillary Clinton",16,0.381,698,47.6,97.1,0.4,0.9,0.4,0,1.1,4.4,92.8
"1442","Hillary Clinton",21,0.42,12928,48.1,95.2,0.5,1.5,0.8,0.1,1.9,14.3,82.2
"1445","Hillary Clinton",198,0.324,25772,50.3,83.1,0.5,13,0.9,0.1,2.4,12.2,73.2
"1447","Hillary Clinton",210,0.447,40873,50.8,94.3,0.7,1.8,0.8,0.3,2,20.2,76.5
"1448","Hillary Clinton",70,0.446,28328,50.2,92.8,3.1,1.6,0.7,0.3,1.5,35.3,60.1
"1451","Hillary Clinton",78,0.451,18488,50.4,91.4,1.2,3.6,0.9,0.2,2.7,41,55.4
"1452","Hillary Clinton",86,0.355,4629,50.9,96.8,0.2,0.5,0.6,0.1,1.8,5.5,91.9
"1455","Hillary Clinton",118,0.338,16345,47.3,94.6,0.6,1.3,1.1,0,2.3,6.2,89.5
"1456","Hillary Clinton",11,0.344,4363,50.4,96.1,1,0.8,0.6,0.1,1.4,20.6,76.6
"1459","Hillary Clinton",349,0.453,17626,47.6,95.7,0.8,0.5,1.4,0.1,1.5,9.9,86.5
"1460","Hillary Clinton",40,0.69,12034,49.9,95.3,0.8,1.8,0.4,0,1.7,36.4,61
"1462","Hillary Clinton",1260,0.517,161875,50.7,90.8,2.5,3,1,0.2,2.5,42.5,52.9
"1464","Hillary Clinton",8,0.308,6707,48.1,94.2,1.1,1.5,0.5,0.1,2.4,11.1,84.1
"1466","Hillary Clinton",47,0.435,11607,50.1,93.4,0.7,3.3,0.5,0,2,44.2,53
"1469","Hillary Clinton",230,0.357,23865,47.6,96.4,0.6,0.6,0.8,0.1,1.5,7,90.1
"1470","Hillary Clinton",47,0.174,6196,49.5,92.7,0.8,3,0.9,0,2.7,38.3,57.4
"1472","Hillary Clinton",11,0.289,720,43.1,94.9,0.1,1,1.3,0,2.8,14.2,82.1
"1474","Hillary Clinton",89,0.212,7840,46.9,95.3,0.7,1.4,0.9,0.1,1.6,9.6,87.1
"1476","Hillary Clinton",13,0.619,2348,50,95.4,0.5,1,1.4,0,1.7,15.1,82.1
"1479","Hillary Clinton",276,0.395,29404,45.9,95.4,1,1.1,1,0.1,1.4,14.7,82.3
"1481","Hillary Clinton",126,0.358,23389,49.1,94.7,0.7,1.2,0.9,0.1,2.4,6.2,89.6
"1482","Hillary Clinton",10,0.435,4780,48.5,97,0.8,0.3,0.4,0.1,1.4,9.5,88
"1485","Hillary Clinton",1043,0.385,277670,49.6,93.1,1.4,1.7,1.5,0.2,2.1,28.8,66.7
"1486","Hillary Clinton",45,0.536,10202,50,97.3,0.4,0.8,0.5,0.2,0.8,21.9,76.6
"1488","Hillary Clinton",7338,0.588,171987,51.8,68.3,25.2,0.7,2.3,0.1,3.4,6.9,63.3
"1492","Donald Trump",8294,0.653,171987,51.8,68.3,25.2,0.7,2.3,0.1,3.4,6.9,63.3
"1493","Donald Trump",16384,0.51,552778,51.6,67.1,24.9,0.4,5.2,0.1,2.3,9.4,59.5
